customer_id,total_orders,total_items,total_revenue,first_order_date,last_order_date,days_since_last_order,churned,avg_order_value
13934,1,390,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,263,1,922.1
13935,3,2252,6116.92,2010-02-25 16:01:00,2010-04-22 11:21:00,596,1,2038.9733333333334
13936,3,661,939.66,2010-10-21 14:21:00,2011-06-13 08:47:00,179,1,313.21999999999997
13937,2,587,880.13,2010-11-02 12:37:00,2011-06-23 16:35:00,169,1,440.065
13938,1,70,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,35,0,71.66
13939,7,1608,1560.96,2010-04-06 12:43:00,2011-11-16 13:33:00,23,0,222.99428571428572
13940,4,516,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,17,0,209.785
13941,15,5426,11122.3,2009-12-16 16:10:00,2011-11-18 09:43:00,21,0,741.4866666666666
13942,1,1000,320.0,2010-06-23 12:35:00,2010-06-23 12:35:00,534,1,320.0
13943,1,94,246.54,2010-05-11 11:30:00,2010-05-11 11:30:00,577,1,246.54
13944,1,153,200.43,2010-02-24 15:02:00,2010-02-24 15:02:00,653,1,200.43
13945,2,413,854.15,2010-08-17 09:59:00,2010-11-10 10:00:00,394,1,427.075
13946,6,2847,1876.23,2009-12-04 11:07:00,2011-09-21 13:33:00,79,0,312.705
13947,1,44,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,65,0,90.6
13948,4,248,548.76,2009-12-04 12:14:00,2010-12-14 10:18:00,360,1,137.19
13949,6,2474,2427.32,2011-09-06 11:55:00,2011-12-07 09:35:00,2,0,404.55333333333334
13950,4,323,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,11,0,186.265
13951,3,459,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,176,1,224.8166666666667
13952,14,5947,12823.521,2009-12-16 09:41:00,2011-05-06 09:00:00,217,1,915.9657857142857
13953,12,5224,6640.68,2009-12-11 12:58:00,2011-12-02 16:04:00,7,0,553.39
13954,2,150,439.92,2011-09-30 10:52:00,2011-12-08 12:50:00,1,0,219.96
13955,3,274,545.17,2010-11-29 17:35:00,2011-07-08 17:19:00,154,1,181.72333333333333
13956,5,491,1026.42,2011-03-13 12:51:00,2011-12-04 13:20:00,5,0,205.28400000000002
13957,3,157,458.25,2010-02-19 10:32:00,2010-10-18 10:02:00,417,1,152.75
13958,8,2264,4709.23,2009-12-05 13:12:00,2010-11-25 10:11:00,379,1,588.65375
13959,6,700,1076.18,2010-07-16 15:11:00,2011-09-21 15:06:00,79,0,179.36333333333334
13960,2,142,230.22,2011-09-29 12:39:00,2011-11-18 15:27:00,21,0,115.11
13961,1,226,538.4,2010-11-12 14:40:00,2010-11-12 14:40:00,392,1,538.4
13962,3,160,362.8,2010-09-30 10:35:00,2011-11-18 08:47:00,21,0,120.93333333333334
13963,17,2061,3011.87,2010-04-21 16:20:00,2011-02-04 14:43:00,308,1,177.16882352941175
13964,2,228,438.9,2010-10-05 12:38:00,2010-11-17 13:53:00,387,1,219.45
13965,3,425,996.61,2010-01-05 15:21:00,2010-08-20 10:40:00,476,1,332.2033333333333
13966,1,772,390.86,2010-09-30 13:08:00,2010-09-30 13:08:00,435,1,390.86
13967,2,66,166.3,2010-11-08 13:24:00,2011-07-17 12:02:00,145,1,83.15
13968,1,174,123.66,2010-10-12 13:22:00,2010-10-12 13:22:00,423,1,123.66
13969,35,6817,13365.87,2010-03-25 13:15:00,2011-12-02 15:11:00,7,0,381.882
13970,2,469,846.55,2010-09-28 11:53:00,2010-11-18 13:21:00,386,1,423.275
13971,14,3084,4667.57,2010-01-26 09:51:00,2011-11-21 12:06:00,18,0,333.3978571428571
13972,2,187,190.25,2011-05-22 11:34:00,2011-09-30 11:54:00,70,0,95.125
13973,1,109,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,287,1,264.7
13974,2,356,677.72,2010-05-06 17:55:00,2011-10-21 14:41:00,49,0,338.86
13975,12,3934,5358.84,2010-02-02 13:13:00,2011-11-08 13:19:00,31,0,446.57
13976,4,452,1192.36,2010-02-09 13:08:00,2011-05-17 09:13:00,206,1,298.09
13977,1,303,519.81,2010-10-24 14:08:00,2010-10-24 14:08:00,411,1,519.81
13978,2,315,196.79,2011-10-25 15:04:00,2011-11-25 11:36:00,14,0,98.395
13979,7,2296,3416.23,2009-12-03 10:02:00,2011-09-27 13:32:00,73,0,488.03285714285715
13980,5,477,799.92,2010-02-21 14:18:00,2011-10-10 13:34:00,60,0,159.98399999999998
13981,1,234,331.14,2010-10-20 10:03:00,2010-10-20 10:03:00,415,1,331.14
13982,9,2736,4445.59,2010-01-20 14:04:00,2011-10-31 16:24:00,39,0,493.95444444444445
13983,21,4157,7108.45,2009-12-09 13:53:00,2011-11-10 11:06:00,29,0,338.497619047619
13984,12,1421,2048.6,2009-12-07 11:51:00,2011-11-13 12:38:00,26,0,170.71666666666667
13985,22,4936,10020.86,2010-02-09 13:56:00,2011-12-05 17:06:00,4,0,455.49363636363637
13986,1,430,320.46,2011-11-22 15:00:00,2011-11-22 15:00:00,17,0,320.46
13987,2,492,682.54,2010-11-04 09:54:00,2010-11-25 10:20:00,379,1,341.27
13988,8,3385,4757.8,2010-03-24 11:05:00,2011-11-20 10:15:00,19,0,594.725
13989,5,2207,2026.06,2010-05-25 12:13:00,2011-10-05 09:47:00,65,0,405.212
13990,1,190,311.3,2011-05-10 15:19:00,2011-05-10 15:19:00,213,1,311.3
13991,6,998,855.97,2011-07-19 12:58:00,2011-11-27 16:18:00,12,0,142.66166666666666
13992,3,154,219.5,2010-09-02 17:04:00,2011-11-09 15:23:00,30,0,73.16666666666667
13993,19,2135,6775.71,2009-12-03 11:57:00,2011-10-28 09:06:00,42,0,356.6163157894737
13994,6,940,2313.14,2011-07-14 18:28:00,2011-12-06 11:05:00,3,0,385.5233333333333
13995,14,2359,3902.01,2009-12-18 12:43:00,2011-11-24 14:22:00,15,0,278.71500000000003
13996,2,613,895.76,2010-11-05 15:07:00,2010-11-18 16:27:00,386,1,447.88
13997,3,146,382.31,2010-06-07 17:33:00,2010-07-08 18:06:00,519,1,127.43666666666667
13998,3,204,566.7,2010-05-12 13:18:00,2010-09-19 10:20:00,446,1,188.9
13999,29,5043,9502.26,2009-12-05 12:42:00,2011-11-29 13:40:00,10,0,327.6641379310345
14000,5,1838,2046.34,2009-12-02 09:50:00,2011-05-12 16:50:00,211,1,409.268
14001,9,1873,4530.09,2010-08-03 12:49:00,2011-10-25 10:31:00,45,0,503.34333333333336
14002,2,877,529.73,2011-07-06 14:59:00,2011-07-28 15:55:00,134,1,264.865
14003,1,149,209.41,2009-12-07 08:53:00,2009-12-07 08:53:00,732,1,209.41
14004,11,3425,6258.45,2010-09-30 09:39:00,2011-10-27 14:40:00,43,0,568.9499999999999
14005,5,2478,2874.72,2011-05-08 10:33:00,2011-11-30 12:41:00,9,0,574.944
14006,7,2181,2196.67,2010-02-25 09:45:00,2011-08-16 09:39:00,115,1,313.81
14007,1,16,79.48,2010-07-15 09:06:00,2010-07-15 09:06:00,512,1,79.48
14008,1,326,509.04,2010-10-03 13:09:00,2010-10-03 13:09:00,432,1,509.04
14009,3,951,1099.91,2010-09-03 12:08:00,2011-05-25 15:47:00,198,1,366.6366666666667
14010,2,177,445.15,2010-05-23 12:46:00,2010-05-23 13:00:00,565,1,222.575
14011,2,644,457.82,2010-04-11 13:40:00,2010-08-16 15:31:00,480,1,228.91
14012,1,160,328.8,2011-03-07 12:26:00,2011-03-07 12:26:00,277,1,328.8
14013,5,775,1084.57,2010-03-26 10:02:00,2011-08-21 15:01:00,110,1,216.914
14014,3,2004,1948.21,2010-05-12 09:04:00,2011-09-23 13:18:00,77,0,649.4033333333333
14015,1,378,917.34,2011-10-18 10:02:00,2011-10-18 10:02:00,52,0,917.34
14016,11,5722,11403.41,2010-01-08 14:12:00,2011-07-01 11:29:00,161,1,1036.6736363636364
14017,1,73,229.75,2010-05-17 14:52:00,2010-05-17 14:52:00,571,1,229.75
14018,1,224,367.15,2010-03-04 14:23:00,2010-03-04 14:23:00,645,1,367.15
14019,3,1037,1421.61,2011-07-24 15:39:00,2011-10-24 10:13:00,46,0,473.86999999999995
14020,4,648,1249.01,2010-06-28 15:29:00,2011-11-23 09:22:00,16,0,312.2525
14021,7,878,1716.58,2010-04-26 11:22:00,2011-07-07 15:46:00,155,1,245.22571428571428
14022,2,681,792.15,2010-08-10 09:38:00,2011-04-28 14:39:00,225,1,396.075
14023,2,345,584.07,2011-04-03 15:50:00,2011-12-02 13:58:00,7,0,292.035
14024,3,238,645.74,2010-11-14 10:51:00,2011-08-10 11:30:00,121,1,215.24666666666667
14025,8,1914,4057.9,2010-05-05 09:56:00,2010-09-01 10:11:00,464,1,507.2375
14026,2,427,713.11,2010-03-24 14:10:00,2010-08-26 10:31:00,470,1,356.555
14027,1,62,104.82,2011-10-10 09:01:00,2011-10-10 09:01:00,60,0,104.82
14028,3,7170,10396.5,2010-06-07 12:02:00,2010-06-07 13:33:00,550,1,3465.5
14029,2,198,467.66,2011-07-18 16:57:00,2011-10-07 14:46:00,63,0,233.83
14030,20,4350,8262.29,2009-12-10 17:27:00,2011-11-21 16:48:00,18,0,413.1145
14031,44,14507,40999.17,2009-12-03 15:35:00,2011-12-02 17:13:00,7,0,931.7993181818182
14032,16,3916,4850.27,2009-12-14 12:02:00,2011-12-07 15:23:00,2,0,303.141875
14033,1,576,109.44,2010-06-02 15:10:00,2010-06-02 15:10:00,555,1,109.44
14034,3,423,651.82,2011-07-05 13:06:00,2011-11-17 14:02:00,22,0,217.27333333333334
14035,9,1419,2856.72,2010-04-06 12:39:00,2011-11-11 10:03:00,28,0,317.4133333333333
14036,1,268,626.65,2011-02-28 09:26:00,2011-02-28 09:26:00,284,1,626.65
14037,6,590,836.95,2009-12-07 11:39:00,2011-06-16 13:57:00,176,1,139.49166666666667
14038,5,1708,3069.88,2010-02-04 08:56:00,2011-09-22 13:37:00,78,0,613.976
14039,2,192,267.28,2010-05-13 10:15:00,2011-11-06 13:48:00,33,0,133.64
14040,35,5044,12645.57,2009-12-01 12:14:00,2011-10-30 12:42:00,40,0,361.30199999999996
14041,1,94,141.41,2011-03-18 13:25:00,2011-03-18 13:25:00,266,1,141.41
14042,1,180,431.98,2009-12-14 15:07:00,2009-12-14 15:07:00,725,1,431.98
14043,2,153,304.25,2009-12-10 15:56:00,2010-08-05 18:18:00,491,1,152.125
14044,10,2126,3123.1,2010-01-24 15:14:00,2011-11-13 12:05:00,26,0,312.31
14045,16,4587,11313.03,2010-01-08 10:08:00,2011-08-22 15:27:00,109,1,707.064375
14046,1,460,154.99,2011-02-28 14:48:00,2011-02-28 14:48:00,284,1,154.99
14047,14,1649,4255.03,2010-02-01 10:05:00,2011-12-01 11:43:00,8,0,303.93071428571426
14048,3,467,748.69,2010-11-22 14:08:00,2011-02-07 14:53:00,305,1,249.56333333333336
14049,13,8609,13239.03,2010-04-01 14:52:00,2011-11-23 12:20:00,16,0,1018.3869230769232
14050,2,689,746.36,2011-08-25 13:46:00,2011-11-08 10:00:00,31,0,373.18
14051,37,5947,22434.0,2009-12-03 11:53:00,2011-12-09 10:20:00,0,0,606.3243243243244
14052,2,187,480.81,2010-11-14 11:37:00,2011-11-20 12:30:00,19,0,240.405
14053,4,490,572.3,2010-08-10 11:02:00,2011-08-07 14:27:00,124,1,143.075
14054,1,62,92.46,2011-10-05 15:49:00,2011-10-05 15:49:00,65,0,92.46
14055,3,720,1520.96,2009-12-16 15:11:00,2011-08-25 15:04:00,106,1,506.9866666666667
14056,23,4273,8214.65,2011-02-28 15:19:00,2011-12-08 13:36:00,1,0,357.1586956521739
14057,22,6485,8408.84,2009-12-03 13:17:00,2011-11-16 10:32:00,23,0,382.22
14058,2,211,469.19,2010-06-27 11:29:00,2010-09-03 09:31:00,462,1,234.595
14059,1,128,183.6,2011-03-18 10:06:00,2011-03-18 10:06:00,266,1,183.6
14060,30,8119,9519.08,2010-03-11 09:47:00,2011-12-05 12:29:00,4,0,317.30266666666665
14061,3,133,917.43,2009-12-01 18:03:00,2010-07-20 17:22:00,507,1,305.81
14062,24,12799,25604.2,2009-12-10 14:28:00,2011-11-30 10:04:00,9,0,1066.8416666666667
14063,9,3850,22710.2,2009-12-08 13:46:00,2010-09-27 16:18:00,438,1,2523.355555555556
14064,15,3977,3332.42,2010-01-21 13:22:00,2011-11-10 13:14:00,29,0,222.16133333333335
14065,3,582,891.02,2010-10-04 12:03:00,2010-11-15 16:13:00,389,1,297.00666666666666
14066,1,45,152.55,2011-03-18 12:21:00,2011-03-18 12:21:00,266,1,152.55
14067,2,361,374.7,2011-09-04 12:00:00,2011-10-07 10:21:00,63,0,187.35
14068,4,513,1528.37,2010-01-31 10:10:00,2011-01-23 16:02:00,320,1,382.0925
14069,2,59,230.06,2010-05-27 12:30:00,2010-07-13 12:12:00,514,1,115.03
14070,1,86,326.55,2010-01-24 12:27:00,2010-01-24 12:27:00,684,1,326.55
14071,8,995,1438.82,2011-03-20 11:33:00,2011-12-06 12:27:00,3,0,179.8525
14072,1,65,390.85,2010-02-11 12:31:00,2010-02-11 12:31:00,666,1,390.85
14073,1,130,151.04,2011-11-07 15:49:00,2011-11-07 15:49:00,32,0,151.04
14074,1,228,219.4,2010-03-26 13:55:00,2010-03-26 13:55:00,623,1,219.4
14075,6,1494,1734.87,2010-06-16 14:47:00,2011-12-05 08:38:00,4,0,289.145
14076,1,81,122.47,2011-08-02 15:19:00,2011-08-02 15:19:00,129,1,122.47
14077,6,376,615.08,2010-11-09 16:01:00,2011-10-30 12:35:00,40,0,102.51333333333334
14078,9,618,1692.63,2010-03-28 15:05:00,2011-08-30 12:16:00,101,1,188.07000000000002
14079,2,302,618.73,2010-01-26 17:19:00,2011-08-07 12:10:00,124,1,309.365
14080,5,268,1115.68,2009-12-02 15:01:00,2011-11-07 11:09:00,32,0,223.13600000000002
14081,10,3712,5370.1,2009-12-10 18:27:00,2011-02-10 16:17:00,302,1,537.01
14082,2,246,413.36,2010-11-12 11:47:00,2010-12-10 11:02:00,364,1,206.68
14083,11,966,1407.26,2009-12-18 11:34:00,2011-12-05 13:14:00,4,0,127.93272727272728
14084,1,306,150.5,2010-07-15 14:36:00,2010-07-15 14:36:00,512,1,150.5
14085,33,6564,10104.97,2009-12-08 13:41:00,2011-12-07 13:46:00,2,0,306.2112121212121
14086,1,1,39.95,2010-09-03 10:52:00,2010-09-03 10:52:00,462,1,39.95
14087,3,727,846.22,2009-12-04 15:27:00,2011-12-07 12:41:00,2,0,282.0733333333333
14088,16,15276,64036.8,2010-10-14 19:46:00,2011-11-29 16:16:00,10,0,4002.3
14089,1,134,161.0,2011-10-14 10:38:00,2011-10-14 10:38:00,56,0,161.0
14090,1,72,76.32,2011-01-19 10:51:00,2011-01-19 10:51:00,324,1,76.32
14091,2,3316,9530.08,2010-01-10 13:41:00,2010-02-23 15:17:00,654,1,4765.04
14092,24,3606,7229.45,2009-12-16 16:24:00,2011-12-02 12:13:00,7,0,301.2270833333333
14093,1,406,442.85,2011-11-27 16:27:00,2011-11-27 16:27:00,12,0,442.85
14094,1,177,335.22,2010-09-26 11:58:00,2010-09-26 11:58:00,439,1,335.22
14095,1,1,2.95,2009-12-17 12:49:00,2009-12-17 12:49:00,722,1,2.95
14096,17,16352,65164.79,2011-08-30 10:49:00,2011-12-05 17:17:00,4,0,3833.2229411764706
14097,2,352,422.86,2010-03-04 10:46:00,2010-08-15 14:20:00,481,1,211.43
14098,1,104,147.35,2011-11-03 10:13:00,2011-11-03 10:13:00,36,0,147.35
14099,20,3670,5765.71,2009-12-10 11:55:00,2011-11-23 13:53:00,16,0,288.2855
14100,1,64,194.9,2011-07-25 11:01:00,2011-07-25 11:01:00,137,1,194.9
14101,13,10542,9961.93,2010-03-28 13:36:00,2011-09-27 12:28:00,73,0,766.3023076923077
14102,5,961,1360.28,2011-10-26 12:46:00,2011-12-04 15:38:00,5,0,272.056
14104,5,509,771.58,2010-05-28 16:11:00,2011-07-08 12:50:00,154,1,154.316
14105,5,3534,5988.83,2009-12-18 16:57:00,2011-04-14 17:58:00,239,1,1197.766
14106,1,24,214.8,2009-12-02 14:09:00,2009-12-02 14:09:00,737,1,214.8
14107,11,3489,4877.3,2009-12-09 14:20:00,2011-10-19 12:12:00,51,0,443.39090909090913
14108,4,660,1044.96,2009-12-01 18:07:00,2011-11-09 10:41:00,30,0,261.24
14109,1,88,144.2,2011-09-28 10:18:00,2011-09-28 10:18:00,72,0,144.2
14110,33,5825,12987.95,2009-12-01 09:50:00,2011-12-06 12:26:00,3,0,393.57424242424247
14111,4,458,692.85,2011-04-12 11:36:00,2011-11-25 13:44:00,14,0,173.2125
14112,13,3539,5834.59,2010-02-23 14:16:00,2011-11-17 12:30:00,22,0,448.8146153846154
14113,16,3439,7092.61,2009-12-08 07:42:00,2011-12-06 12:18:00,3,0,443.288125
14114,7,650,1364.09,2010-04-12 11:07:00,2011-03-11 09:42:00,273,1,194.86999999999998
14115,2,509,622.67,2010-02-11 11:44:00,2010-07-26 12:36:00,501,1,311.335
14116,5,707,1382.74,2011-08-10 12:44:00,2011-11-20 10:29:00,19,0,276.548
14117,1,72,90.0,2011-07-19 09:49:00,2011-07-19 09:49:00,143,1,90.0
14118,1,97,458.45,2010-10-07 11:59:00,2010-10-07 11:59:00,428,1,458.45
14119,2,177,183.37,2009-12-21 14:52:00,2010-11-29 10:33:00,375,1,91.685
14121,4,2082,2780.15,2011-10-11 10:39:00,2011-12-06 12:19:00,3,0,695.0375
14122,3,114,362.42,2009-12-02 14:22:00,2010-10-29 15:11:00,406,1,120.80666666666667
14123,1,234,436.18,2009-12-06 15:35:00,2009-12-06 15:35:00,733,1,436.18
14124,1,1618,419.58,2011-09-16 13:32:00,2011-09-16 13:32:00,84,0,419.58
14125,3,1640,2740.43,2011-09-22 15:40:00,2011-11-29 12:47:00,10,0,913.4766666666666
14126,4,887,1172.46,2010-09-21 14:51:00,2011-12-02 11:45:00,7,0,293.115
14127,6,828,1900.08,2010-10-10 11:53:00,2011-08-09 10:49:00,122,1,316.68
14128,3,814,924.21,2010-06-06 14:05:00,2011-10-10 12:00:00,60,0,308.07
14129,9,1414,2591.34,2010-05-09 14:54:00,2011-12-08 11:02:00,1,0,287.9266666666667
14130,4,1239,1882.67,2009-12-11 16:33:00,2011-01-24 16:05:00,319,1,470.6675
14131,1,118,187.87,2010-03-01 11:59:00,2010-03-01 11:59:00,648,1,187.87
14132,11,3368,3586.03,2011-06-09 12:04:00,2011-12-07 13:35:00,2,0,326.00272727272727
14133,4,398,911.14,2009-12-06 12:10:00,2011-08-02 11:34:00,129,1,227.785
14134,15,5814,11123.35,2009-12-10 09:25:00,2010-11-22 12:26:00,382,1,741.5566666666667
14135,24,9355,9643.92,2009-12-02 08:58:00,2011-12-08 11:38:00,1,0,401.83
14136,5,1148,1570.81,2009-12-08 09:19:00,2010-11-04 11:53:00,400,1,314.162
14137,1,462,332.7,2010-01-13 12:30:00,2010-01-13 12:30:00,695,1,332.7
14138,2,610,982.38,2011-10-07 09:38:00,2011-12-08 12:44:00,1,0,491.19
14139,4,1049,1086.8,2010-06-15 09:17:00,2011-10-24 13:34:00,46,0,271.7
14140,2,811,935.05,2011-11-08 11:20:00,2011-12-06 09:05:00,3,0,467.525
14141,4,355,915.13,2011-08-26 14:40:00,2011-12-07 09:53:00,2,0,228.7825
14142,2,831,983.15,2010-03-03 15:13:00,2010-12-01 16:33:00,373,1,491.575
14143,1,30,115.8,2011-07-29 09:48:00,2011-07-29 09:48:00,133,1,115.8
14144,1,12,30.6,2010-08-10 15:17:00,2010-08-10 15:17:00,486,1,30.6
14145,7,1655,7600.05,2010-04-08 09:47:00,2011-10-24 12:10:00,46,0,1085.7214285714285
14146,12,5780,9450.3,2010-01-13 16:04:00,2011-12-01 10:18:00,8,0,787.525
14147,9,995,2590.2,2010-03-09 13:43:00,2011-09-22 18:10:00,78,0,287.79999999999995
14148,2,223,466.29,2010-10-21 14:08:00,2011-04-20 12:02:00,233,1,233.145
14149,1,218,446.62,2011-05-03 09:44:00,2011-05-03 09:44:00,220,1,446.62
14150,2,496,658.64,2010-12-15 10:04:00,2011-11-04 10:05:00,35,0,329.32
14151,2,405,679.45,2009-12-23 10:54:00,2010-02-04 15:35:00,673,1,339.725
14152,7,1844,1997.34,2010-02-18 13:57:00,2011-09-25 12:54:00,75,0,285.3342857142857
14153,1,312,233.4,2010-08-13 14:35:00,2010-08-13 14:35:00,483,1,233.4
14154,8,3222,6460.7,2010-01-13 12:47:00,2011-04-14 16:26:00,239,1,807.5875
14155,1,25,118.75,2011-03-18 14:13:00,2011-03-18 14:13:00,266,1,118.75
14156,156,165992,313946.37,2009-12-01 12:30:00,2011-11-30 10:54:00,9,0,2012.4767307692307
14157,5,540,1002.78,2010-03-03 16:49:00,2011-11-20 11:32:00,19,0,200.55599999999998
14158,1,781,507.66,2011-10-30 15:08:00,2011-10-30 15:08:00,40,0,507.66
14159,20,6593,7938.01,2009-12-03 12:31:00,2011-11-20 12:36:00,19,0,396.9005
14160,7,4661,8421.47,2010-01-10 12:06:00,2010-04-08 14:30:00,610,1,1203.0671428571427
14161,7,1623,3318.88,2009-12-13 11:46:00,2011-05-08 11:41:00,215,1,474.1257142857143
14162,2,142,289.36,2011-02-20 12:32:00,2011-06-19 11:36:00,173,1,144.68
14163,5,950,2594.62,2010-09-03 17:15:00,2011-09-13 15:18:00,87,0,518.924
14164,2,1033,1631.77,2011-09-20 12:18:00,2011-09-30 12:24:00,70,0,815.885
14165,1,54,122.54,2011-03-09 12:39:00,2011-03-09 12:39:00,275,1,122.54
14166,2,84,256.85,2010-03-23 15:10:00,2010-07-22 19:42:00,505,1,128.425
14167,8,350,1296.49,2010-01-27 16:07:00,2011-10-31 14:29:00,39,0,162.06125
14168,2,147,370.45,2010-05-24 12:28:00,2010-10-15 10:49:00,420,1,185.225
14169,2,208,624.43,2010-09-21 13:39:00,2010-10-05 08:45:00,430,1,312.215
14170,3,290,597.33,2010-11-09 14:06:00,2010-11-29 13:10:00,375,1,199.11
14171,2,211,498.79,2009-12-09 13:50:00,2011-09-02 16:43:00,98,1,249.395
14172,3,88,402.72,2010-03-07 10:58:00,2010-04-13 13:26:00,605,1,134.24
14173,6,194,586.0,2009-12-09 12:46:00,2011-11-29 11:54:00,10,0,97.66666666666667
14174,1,94,134.46,2011-11-06 13:17:00,2011-11-06 13:17:00,33,0,134.46
14175,8,3009,7678.88,2010-03-22 10:43:00,2011-10-11 11:55:00,59,0,959.86
14176,5,326,916.01,2010-11-23 13:21:00,2011-02-15 13:12:00,297,1,183.202
14177,13,1048,2229.34,2010-02-26 11:59:00,2011-09-14 15:11:00,86,0,171.48769230769233
14178,7,1505,1620.93,2011-06-10 12:51:00,2011-12-01 12:01:00,8,0,231.5614285714286
14179,2,330,719.78,2011-10-18 14:00:00,2011-10-30 12:07:00,40,0,359.89
14180,33,878,6319.25,2010-06-09 14:56:00,2011-11-29 10:56:00,10,0,191.49242424242425
14181,2,122,310.55,2010-05-26 12:32:00,2010-10-25 08:27:00,410,1,155.275
14182,4,174,678.77,2010-04-22 15:36:00,2010-09-22 11:45:00,443,1,169.6925
14183,2,61,286.29,2010-08-15 15:36:00,2010-10-24 14:45:00,411,1,143.145
14184,1,127,452.89,2011-10-04 12:43:00,2011-10-04 12:43:00,66,0,452.89
14185,1,6,197.65,2011-01-12 13:52:00,2011-01-12 13:52:00,331,1,197.65
14186,5,1550,1550.63,2010-03-05 11:17:00,2010-10-08 13:30:00,427,1,310.12600000000003
14187,1,50,123.5,2010-08-23 12:06:00,2010-08-23 12:06:00,473,1,123.5
14188,6,1162,2054.36,2011-02-02 13:46:00,2011-11-09 12:45:00,30,0,342.3933333333334
14189,16,4646,5814.39,2010-11-16 09:28:00,2011-12-07 15:55:00,2,0,363.399375
14190,1,2,79.9,2010-02-11 14:27:00,2010-02-11 14:27:00,666,1,79.9
14191,15,3724,4817.66,2009-12-11 10:48:00,2011-12-08 09:23:00,1,0,321.1773333333333
14192,1,218,293.74,2010-11-16 17:44:00,2010-11-16 17:44:00,388,1,293.74
14193,3,653,1210.19,2010-11-08 12:31:00,2011-10-03 09:34:00,67,0,403.3966666666667
14194,36,10037,18670.59,2010-01-06 12:16:00,2011-12-05 10:38:00,4,0,518.6275
14195,6,2144,2615.6,2010-03-15 17:12:00,2011-05-22 10:29:00,201,1,435.93333333333334
14196,1,142,335.52,2011-08-25 10:25:00,2011-08-25 10:25:00,106,1,335.52
14197,1,143,390.05,2010-10-25 10:01:00,2010-10-25 10:01:00,410,1,390.05
14198,9,623,1569.73,2010-01-05 10:07:00,2011-11-21 16:35:00,18,0,174.41444444444446
14199,4,254,1091.7,2010-06-27 12:13:00,2011-05-05 13:44:00,218,1,272.925
14200,1,140,379.2,2010-04-01 13:01:00,2010-04-01 13:01:00,617,1,379.2
14201,10,806,1193.54,2010-04-30 13:00:00,2011-10-10 13:27:00,60,0,119.354
14202,3,166,847.76,2010-03-25 10:36:00,2010-11-23 17:13:00,381,1,282.58666666666664
14203,1,80,339.34,2010-11-07 13:35:00,2010-11-07 13:35:00,397,1,339.34
14204,4,492,1062.96,2009-12-02 13:26:00,2011-12-07 13:38:00,2,0,265.74
14205,9,1342,2414.2,2010-03-07 12:20:00,2011-11-23 10:55:00,16,0,268.2444444444444
14206,3,930,1185.01,2010-11-02 11:37:00,2011-04-14 16:38:00,239,1,395.00333333333333
14207,1,36,157.8,2010-01-21 09:33:00,2010-01-21 09:33:00,687,1,157.8
14208,2,529,567.05,2010-06-06 13:11:00,2011-09-06 12:48:00,94,1,283.525
14209,15,1739,4993.27,2010-01-22 10:28:00,2011-11-29 10:18:00,10,0,332.8846666666667
14210,16,2604,5861.52,2010-01-06 10:17:00,2011-08-26 12:36:00,105,1,366.345
14211,18,2575,4402.29,2009-12-09 12:48:00,2011-10-17 13:23:00,53,0,244.57166666666666
14212,2,2046,2190.14,2010-09-20 11:48:00,2011-09-11 12:45:00,89,0,1095.07
14213,1,244,1192.2,2010-10-31 10:37:00,2010-10-31 10:37:00,404,1,1192.2
14214,5,751,1004.38,2011-03-07 12:26:00,2011-11-09 10:31:00,30,0,200.876
14215,9,2285,3416.33,2009-12-08 09:35:00,2011-11-28 12:19:00,11,0,379.59222222222223
14216,5,712,2150.04,2010-10-21 15:07:00,2011-12-06 14:56:00,3,0,430.008
14217,23,1256,3416.89,2010-06-30 12:54:00,2011-12-08 11:53:00,1,0,148.5604347826087
14218,1,160,169.48,2011-10-28 10:00:00,2011-10-28 10:00:00,42,0,169.48
14219,3,363,633.83,2010-08-03 14:42:00,2011-12-05 16:23:00,4,0,211.27666666666667
14220,4,468,1515.0,2010-05-19 13:26:00,2011-04-06 13:23:00,247,1,378.75
14221,17,3808,6517.49,2010-04-06 14:10:00,2011-10-28 13:42:00,42,0,383.38176470588235
14222,1,607,683.17,2011-06-15 16:42:00,2011-06-15 16:42:00,177,1,683.17
14223,3,585,991.13,2011-03-20 16:02:00,2011-09-08 13:38:00,92,1,330.37666666666667
14224,9,863,1897.9,2010-06-13 13:46:00,2011-08-21 13:24:00,110,1,210.8777777777778
14225,4,1168,2037.02,2010-01-12 15:02:00,2010-10-01 10:32:00,434,1,509.255
14226,6,1726,3002.53,2010-09-24 14:32:00,2011-11-11 11:34:00,28,0,500.4216666666667
14227,15,4048,6368.71,2010-02-08 09:38:00,2011-11-13 15:48:00,26,0,424.5806666666667
14228,3,260,745.5,2010-06-11 12:29:00,2010-09-28 09:45:00,437,1,248.5
14229,7,934,2594.04,2010-08-25 11:47:00,2011-10-19 10:04:00,51,0,370.57714285714286
